abbrev,name,opioid_cat,opioid_type,race_eth,race_cat,deaths,obs_rate,model_rate,apc_print,apc_pval,doubling_time
Essex County (NJ),Essex County,All opioids,opioid,nhb,Non-Hispanic Black,185,52.2,56.1,"35 (25, 45)",<.001,"3.4 (4.4, 2.7)"
Fairfax County (VA),Fairfax County,All opioids,opioid,nhb,Non-Hispanic Black,13,10.2,13.0,"20 (14, 26)",<.001,"5.5 (7.7, 4.3)"
FL,Florida,All opioids,opioid,nhb,Non-Hispanic Black,268,8.0,8.3,"29 (19, 40)",<.001,"4.0 (5.9, 3.0)"
Fort Bend County (TX),Fort Bend County,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",3.6,"14 (8, 19)",<.001,"7.8 (12.7, 5.6)"
Franklin County (OH),Franklin County,All opioids,opioid,nhb,Non-Hispanic Black,149,47.4,48.0,"42 (27, 59)",<.001,"2.8 (4.2, 2.2)"
Fulton County (GA),Fulton County,All opioids,opioid,nhb,Non-Hispanic Black,43,8.8,8.0,"8 (4, 11)",<.001,"13.8 (22.7, 9.9)"
GA,Georgia,All opioids,opioid,nhb,Non-Hispanic Black,174,5.1,4.4,"11 (9, 13)",<.001,"9.4 (11.4, 8.0)"
Guilford County (NC),Guilford County,All opioids,opioid,nhb,Non-Hispanic Black,25,12.7,11.3,"31 (23, 40)",<.001,"3.7 (4.9, 2.9)"
Gwinnett County (GA),Gwinnett County,All opioids,opioid,nhb,Non-Hispanic Black,13,4.8,4.8,"14 (11, 18)",<.001,"7.5 (9.9, 6.0)"
Hamilton County (OH),Hamilton County,All opioids,opioid,nhb,Non-Hispanic Black,66,30.4,33.1,"18 (14, 23)",<.001,"6.0 (7.9, 4.8)"
Harris County (TX),Harris County,All opioids,opioid,nhb,Non-Hispanic Black,59,6.4,5.2,"5 (2, 8)",<.01,"20.9 (53.1, 13.2)"
Hartford County (CT),Hartford County,All opioids,opioid,nhb,Non-Hispanic Black,42,31.5,23.6,"19 (13, 24)",<.001,"5.8 (8.1, 4.6)"
Hennepin County (MN),Hennepin County,All opioids,opioid,nhb,Non-Hispanic Black,52,30.7,25.7,"10 (8, 13)",<.001,"10.1 (13.5, 8.0)"
HI,Hawaii,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",3.2,"6 (-2, 15)",0.11,"15.9 (-66.2, 7.1)"
Hillsborough County (FL),Hillsborough County,All opioids,opioid,nhb,Non-Hispanic Black,17,7.0,5.8,"2 (-2, 7)",0.28,"44.0 (-49.5, 15.4)"
IA,Iowa,All opioids,opioid,nhb,Non-Hispanic Black,21,18.2,18.0,"11 (5, 16)",<.001,"9.9 (19.0, 6.8)"
IL,Illinois,All opioids,opioid,nhb,Non-Hispanic Black,682,36.0,38.8,"24 (16, 33)",<.001,"4.6 (6.7, 3.5)"
IN,Indiana,All opioids,opioid,nhb,Non-Hispanic Black,130,20.2,19.4,"3 (-25, 40)",0.85,"37.5 (-3.5, 3.0)"
Jackson County (MO),Jackson County,All opioids,opioid,nhb,Non-Hispanic Black,13,8.5,6.7,"4 (0, 9)",0.04,"23.2 (333.8, 12.1)"
Jefferson County (AL),Jefferson County,All opioids,opioid,nhb,Non-Hispanic Black,38,13.2,13.7,"-13 (-42, 31)",0.48,"-7.2 (-1.8, 3.7)"
Jefferson County (KY),Jefferson County,All opioids,opioid,nhb,Non-Hispanic Black,56,33.4,28.5,"26 (20, 32)",<.001,"4.4 (5.5, 3.6)"
Jefferson Parish (LA),Jefferson Parish,All opioids,opioid,nhb,Non-Hispanic Black,21,17.8,20.8,"22 (16, 28)",<.001,"5.0 (6.7, 4.1)"
King County (WA),King County,All opioids,opioid,nhb,Non-Hispanic Black,36,20.3,14.0,"0 (-3, 3)",0.90,"-499.5 (-29.8, 32.8)"
Kings County (NY),Kings County,All opioids,opioid,nhb,Non-Hispanic Black,82,9.3,8.8,"16 (13, 20)",<.001,"6.5 (8.4, 5.4)"
KS,Kansas,All opioids,opioid,nhb,Non-Hispanic Black,18,9.8,6.3,"7 (4, 10)",<.001,"14.8 (25.5, 10.3)"
KY,Kentucky,All opioids,opioid,nhb,Non-Hispanic Black,82,21.8,20.6,"22 (18, 25)",<.001,"5.1 (6.1, 4.4)"
LA,Louisiana,All opioids,opioid,nhb,Non-Hispanic Black,91,6.5,6.1,"16 (13, 20)",<.001,"6.6 (8.4, 5.5)"
Lake County (IN),Lake County,All opioids,opioid,nhb,Non-Hispanic Black,23,20.5,20.6,"24 (18, 30)",<.001,"4.7 (6.0, 3.8)"
Los Angeles County (CA),Los Angeles County,All opioids,opioid,nhb,Non-Hispanic Black,89,10.3,9.6,"56 (21, 101)",<.01,"2.2 (5.2, 1.4)"
MA,Massachusetts,All opioids,opioid,nhb,Non-Hispanic Black,117,20.9,22.9,"19 (10, 29)",<.001,"5.6 (10.2, 3.9)"
Maricopa County (AZ),Maricopa County,All opioids,opioid,nhb,Non-Hispanic Black,66,24.1,23.5,"39 (26, 53)",<.001,"3.0 (4.3, 2.3)"
Marion County (IN),Marion County,All opioids,opioid,nhb,Non-Hispanic Black,65,24.0,22.8,"4 (-30, 56)",0.81,"22.7 (-2.8, 2.3)"
MD,Maryland,All opioids,opioid,nhb,Non-Hispanic Black,825,40.0,43.8,"27 (22, 32)",<.001,"4.2 (5.1, 3.6)"
Mecklenburg County (NC),Mecklenburg County,All opioids,opioid,nhb,Non-Hispanic Black,33,8.8,9.8,"-9 (-36, 30)",0.58,"-10.5 (-2.2, 3.8)"
MI,Michigan,All opioids,opioid,nhb,Non-Hispanic Black,429,29.2,30.0,"10 (-10, 36)",0.31,"10.1 (-9.1, 3.3)"
Miami-Dade County (FL),Miami-Dade County,All opioids,opioid,nhb,Non-Hispanic Black,40,9.6,10.7,"29 (12, 48)",<.01,"4.0 (9.2, 2.5)"
Milwaukee County (WI),Milwaukee County,All opioids,opioid,nhb,Non-Hispanic Black,78,31.7,30.9,"10 (8, 12)",<.001,"10.5 (13.2, 8.7)"
MN,Minnesota,All opioids,opioid,nhb,Non-Hispanic Black,77,19.5,18.1,"9 (6, 12)",<.001,"11.6 (15.9, 9.2)"
MO,Missouri,All opioids,opioid,nhb,Non-Hispanic Black,306,43.5,47.4,"25 (19, 32)",<.001,"4.4 (5.7, 3.6)"
Mobile County (AL),Mobile County,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",2.8,"8 (2, 16)",0.02,"12.4 (59.3, 6.9)"
Monroe County (NY),Monroe County,All opioids,opioid,nhb,Non-Hispanic Black,37,33.2,32.9,"51 (27, 79)",<.001,"2.4 (4.2, 1.7)"
Montgomery County (MD),Montgomery County,All opioids,opioid,nhb,Non-Hispanic Black,106,12.3,13.0,"26 (17, 35)",<.001,"4.4 (6.2, 3.3)"
Montgomery County (OH),Montgomery County,All opioids,opioid,nhb,Non-Hispanic Black,54,51.9,47.9,"-15 (-43, 26)",0.37,"-6.1 (-1.8, 4.4)"
MS,Mississippi,All opioids,opioid,nhb,Non-Hispanic Black,31,3.0,2.2,"15 (12, 19)",<.001,"7.0 (9.1, 5.7)"
Nassau County (NY),Nassau County,All opioids,opioid,nhb,Non-Hispanic Black,21,12.5,8.8,"14 (8, 20)",<.001,"7.8 (13.2, 5.6)"
NC,North Carolina,All opioids,opioid,nhb,Non-Hispanic Black,258,11.4,12.0,"28 (24, 32)",<.001,"4.0 (4.6, 3.6)"
NE,Nebraska,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",5.7,"3 (-2, 8)",0.28,"39.0 (-43.0, 13.3)"
New Castle County (DE),New Castle County,All opioids,opioid,nhb,Non-Hispanic Black,43,30.0,27.2,"22 (16, 28)",<.001,"5.0 (6.7, 4.0)"
New Haven County (CT),New Haven County,All opioids,opioid,nhb,Non-Hispanic Black,34,26.9,26.0,"20 (14, 27)",<.001,"5.4 (7.6, 4.2)"
New York County (NY),New York County,All opioids,opioid,nhb,Non-Hispanic Black,52,20.2,24.1,"20 (9, 31)",<.01,"5.6 (11.7, 3.7)"
NH,New Hampshire,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",44.4,"46 (27, 68)",<.001,"2.6 (4.2, 1.9)"
NJ,New Jersey,All opioids,opioid,nhb,Non-Hispanic Black,513,39.2,44.5,"41 (31, 52)",<.001,"2.9 (3.7, 2.4)"
NM,New Mexico,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",12.2,"2 (-2, 5)",0.38,"67.2 (-49.5, 20.5)"
Norfolk city (VA),Norfolk city,All opioids,opioid,nhb,Non-Hispanic Black,17,20.3,20.6,"16 (10, 22)",<.001,"6.8 (10.3, 5.1)"
NV,Nevada,All opioids,opioid,nhb,Non-Hispanic Black,38,11.9,11.2,"0 (-2, 2)",0.78,"333.8 (-58.3, 44.0)"
NY,New York,All opioids,opioid,nhb,Non-Hispanic Black,441,13.7,14.6,"20 (14, 26)",<.001,"5.6 (7.8, 4.4)"
Oakland County (MI),Oakland County,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",5.2,"9 (3, 15)",<.01,"11.6 (32.8, 7.0)"
OH,Ohio,All opioids,opioid,nhb,Non-Hispanic Black,532,35.3,38.7,"25 (21, 30)",<.001,"4.4 (5.3, 3.8)"
OK,Oklahoma,All opioids,opioid,nhb,Non-Hispanic Black,11,3.2,3.1,"-25 (-49, 12)",0.15,"-3.5 (-1.5, 9.1)"
Oklahoma County (OK),Oklahoma County,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",5.7,"-3 (-15, 10)",0.60,"-30.7 (-6.3, 10.6)"
OR,Oregon,All opioids,opioid,nhb,Non-Hispanic Black,11,10.5,12.8,"5 (2, 8)",<.01,"19.4 (40.5, 12.8)"
Orange County (FL),Orange County,All opioids,opioid,nhb,Non-Hispanic Black,13,4.5,5.5,"14 (10, 19)",<.001,"7.5 (10.8, 5.8)"
Orleans Parish (LA),Orleans Parish,All opioids,opioid,nhb,Non-Hispanic Black,13,6.1,10.4,"12 (5, 20)",<.01,"8.8 (21.8, 5.5)"
PA,Pennsylvania,All opioids,opioid,nhb,Non-Hispanic Black,465,32.0,32.8,"49 (43, 56)",<.001,"2.5 (2.8, 2.3)"
Palm Beach County (FL),Palm Beach County,All opioids,opioid,nhb,Non-Hispanic Black,16,5.8,5.9,"12 (6, 18)",<.001,"8.6 (16.1, 5.9)"
Philadelphia County (PA),Philadelphia County,All opioids,opioid,nhb,Non-Hispanic Black,262,39.4,46.9,"129 (69, 212)",<.001,"1.2 (1.9, 0.9)"
Pulaski County (AR),Pulaski County,All opioids,opioid,nhb,Non-Hispanic Black,17,11.8,8.6,"14 (8, 20)",<.001,"7.8 (13.2, 5.6)"
Queens County (NY),Queens County,All opioids,opioid,nhb,Non-Hispanic Black,44,8.8,7.1,"8 (4, 11)",<.001,"13.8 (25.5, 9.4)"
RI,Rhode Island,All opioids,opioid,nhb,Non-Hispanic Black,17,23.1,21.6,"7 (3, 12)",<.01,"14.0 (31.7, 8.9)"
Richland County (SC),Richland County,All opioids,opioid,nhb,Non-Hispanic Black,13,6.6,6.8,"-10 (-45, 45)",0.63,"-9.2 (-1.7, 2.7)"
Riverside County (CA),Riverside County,All opioids,opioid,nhb,Non-Hispanic Black,16,8.6,5.6,"3 (0, 6)",0.07,"36.2 (-332.8, 17.2)"
Sacramento County (CA),Sacramento County,All opioids,opioid,nhb,Non-Hispanic Black,21,12.0,6.9,"3 (-3, 8)",0.30,"36.2 (-36.5, 12.3)"
San Bernardino County (CA),San Bernardino County,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",3.4,"6 (2, 11)",0.01,"16.4 (67.2, 9.3)"
San Diego County (CA),San Diego County,All opioids,opioid,nhb,Non-Hispanic Black,15,8.3,9.0,"2 (-1, 5)",0.20,"56.1 (-99.5, 22.2)"
SC,South Carolina,All opioids,opioid,nhb,Non-Hispanic Black,109,8.1,8.8,"32 (21, 44)",<.001,"3.6 (5.2, 2.7)"
Shelby County (TN),Shelby County,All opioids,opioid,nhb,Non-Hispanic Black,79,16.2,14.3,"22 (20, 25)",<.001,"5.0 (5.5, 4.5)"
St. Louis city (MO),St. Louis city,All opioids,opioid,nhb,Non-Hispanic Black,130,97.5,110.9,"27 (21, 33)",<.001,"4.2 (5.3, 3.5)"
St. Louis County (MO),St. Louis County,All opioids,opioid,nhb,Non-Hispanic Black,134,57.4,55.9,"21 (18, 24)",<.001,"5.2 (6.0, 4.6)"
Suffolk County (MA),Suffolk County,All opioids,opioid,nhb,Non-Hispanic Black,44,23.0,18.8,"7 (3, 11)",<.01,"15.2 (31.7, 9.9)"
Suffolk County (NY),Suffolk County,All opioids,opioid,nhb,Non-Hispanic Black,16,13.2,17.0,"18 (12, 24)",<.001,"6.0 (8.8, 4.6)"
Tarrant County (TX),Tarrant County,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",2.8,"-1 (-5, 4)",0.71,"-142.4 (-20.3, 29.1)"
TN,Tennessee,All opioids,opioid,nhb,Non-Hispanic Black,224,19.4,18.6,"31 (23, 40)",<.001,"3.7 (4.8, 3.0)"
TX,Texas,All opioids,opioid,nhb,Non-Hispanic Black,157,4.2,3.5,"4 (2, 6)",<.001,"25.5 (40.5, 18.4)"
Union County (NJ),Union County,All opioids,opioid,nhb,Non-Hispanic Black,39,28.6,28.3,"-3 (-22, 21)",0.78,"-36.5 (-4.0, 5.2)"
UT,Utah,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",13.7,"10 (1, 19)",0.03,"10.7 (83.8, 5.7)"
VA,Virginia,All opioids,opioid,nhb,Non-Hispanic Black,262,15.5,16.9,"23 (19, 27)",<.001,"4.8 (5.8, 4.2)"
VT,Vermont,All opioids,opioid,nhb,Non-Hispanic Black,<11,"NA",58.6,"61 (15, 126)",0.01,"2.1 (7.3, 1.2)"
WA,Washington,All opioids,opioid,nhb,Non-Hispanic Black,54,13.9,13.6,"12 (-4, 31)",0.13,"8.6 (-25.8, 3.7)"
Wake County (NC),Wake County,All opioids,opioid,nhb,Non-Hispanic Black,22,8.8,7.4,"14 (10, 18)",<.001,"7.7 (10.9, 5.9)"
Wayne County (MI),Wayne County,All opioids,opioid,nhb,Non-Hispanic Black,295,41.2,42.3,"12 (-13, 43)",0.35,"9.1 (-7.2, 2.8)"
Westchester County (NY),Westchester County,All opioids,opioid,nhb,Non-Hispanic Black,12,7.8,10.9,"10 (4, 17)",<.01,"10.2 (23.8, 6.5)"
WI,Wisconsin,All opioids,opioid,nhb,Non-Hispanic Black,127,34.1,30.9,"10 (9, 11)",<.001,"10.3 (11.5, 9.3)"
WV,West Virginia,All opioids,opioid,nhb,Non-Hispanic Black,43,61.4,70.3,"18 (14, 23)",<.001,"5.9 (7.7, 4.8)"
Adams County (CO),Adams County,All opioids,opioid,nhw,Non-Hispanic White,240,10.7,11.0,"2 (0, 3)",0.04,"59.3 (1000.5, 30.8)"
AK,Alaska,All opioids,opioid,nhw,Non-Hispanic White,52,10.6,11.5,"0 (-4, 4)",0.85,"-249.5 (-23.3, 27.5)"
AL,Alabama,All opioids,opioid,nhw,Non-Hispanic White,341,11.3,11.0,"-1 (-25, 30)",0.91,"-70.9 (-3.5, 3.9)"
Alameda County (CA),Alameda County,All opioids,opioid,nhw,Non-Hispanic White,41,7.0,5.1,"5 (2, 8)",<.001,"20.5 (40.5, 13.7)"
Allegheny County (PA),Allegheny County,All opioids,opioid,nhw,Non-Hispanic White,359,39.2,35.1,"-23 (-50, 18)",0.21,"-3.8 (-1.4, 5.9)"
AR,Arkansas,All opioids,opioid,nhw,Non-Hispanic White,168,8.2,8.1,"0 (-2, 1)",0.57,"-199.5 (-45.0, 77.4)"
AZ,Arizona,All opioids,opioid,nhw,Non-Hispanic White,775,20.9,20.6,"13 (11, 15)",<.001,"8.3 (9.8, 7.2)"
Baltimore city (MD),Baltimore city,All opioids,opioid,nhw,Non-Hispanic White,163,90.2,95.5,"8 (-7, 26)",0.29,"12.5 (-13.2, 4.3)"
Baltimore County (MD),Baltimore County,All opioids,opioid,nhw,Non-Hispanic White,239,53.7,56.2,"-11 (-28, 9)",0.23,"-8.3 (-3.0, 11.4)"
Bexar County (TX),Bexar County,All opioids,opioid,nhw,Non-Hispanic White,38,7.2,7.7,"2 (-1, 5)",0.23,"53.1 (-76.4, 19.4)"
Bronx County (NY),Bronx County,All opioids,opioid,nhw,Non-Hispanic White,61,46.5,46.5,"16 (8, 26)",<.01,"6.5 (13.8, 4.3)"
Broward County (FL),Broward County,All opioids,opioid,nhw,Non-Hispanic White,188,30.0,28.2,"-12 (-35, 19)",0.36,"-7.7 (-2.3, 5.8)"
CA,California,All opioids,opioid,nhw,Non-Hispanic White,"1,878",12.2,10.8,"4 (3, 6)",<.001,"23.8 (35.0, 18.4)"
Caddo Parish (LA),Caddo Parish,All opioids,opioid,nhw,Non-Hispanic White,<11,"NA",7.6,"13 (-2, 30)",0.08,"8.1 (-66.2, 3.8)"
Charleston County (SC),Charleston County,All opioids,opioid,nhw,Non-Hispanic White,54,18.0,21.5,"11 (8, 14)",<.001,"9.5 (13.0, 7.5)"
Chatham County (GA),Chatham County,All opioids,opioid,nhw,Non-Hispanic White,21,14.7,19.7,"14 (10, 18)",<.001,"7.8 (10.6, 6.2)"
Clark County (NV),Clark County,All opioids,opioid,nhw,Non-Hispanic White,173,16.6,18.1,"-4 (-5, -3)",<.001,"-25.1 (-18.4, -38.0)"
CO,Colorado,All opioids,opioid,nhw,Non-Hispanic White,427,10.2,10.7,"3 (2, 5)",<.001,"30.8 (50.5, 22.2)"
Cobb County (GA),Cobb County,All opioids,opioid,nhw,Non-Hispanic White,56,13.8,13.0,"-33 (-59, 11)",0.11,"-2.5 (-1.1, 9.4)"
Contra Costa County (CA),Contra Costa County,All opioids,opioid,nhw,Non-Hispanic White,51,11.3,8.5,"4 (0, 7)",0.03,"29.1 (333.8, 15.0)"
Cook County (IL),Cook County,All opioids,opioid,nhw,Non-Hispanic White,412,18.6,18.5,"8 (7, 10)",<.001,"12.8 (15.6, 10.7)"
CT,Connecticut,All opioids,opioid,nhw,Non-Hispanic White,792,36.2,37.4,"8 (2, 14)",<.01,"12.7 (44.0, 7.5)"
Cumberland County (NC),Cumberland County,All opioids,opioid,nhw,Non-Hispanic White,49,34.9,42.7,"15 (12, 18)",<.001,"7.2 (8.8, 6.0)"
Cuyahoga County (OH),Cuyahoga County,All opioids,opioid,nhw,Non-Hispanic White,269,37.9,57.5,"16 (12, 19)",<.001,"6.8 (8.6, 5.7)"
Dallas County (TX),Dallas County,All opioids,opioid,nhw,Non-Hispanic White,93,11.0,13.0,"5 (4, 7)",<.001,"19.0 (26.1, 15.0)"
Davidson County (TN),Davidson County,All opioids,opioid,nhw,Non-Hispanic White,193,45.4,45.5,"15 (12, 18)",<.001,"7.2 (8.7, 6.1)"
DC,District of Columbia,All opioids,opioid,nhw,Non-Hispanic White,16,5.5,6.2,"4 (0, 8)",0.08,"29.1 (-249.5, 13.7)"
DE,Delaware,All opioids,opioid,nhw,Non-Hispanic White,306,57.2,60.9,"29 (16, 44)",<.001,"3.9 (6.8, 2.7)"
DeKalb County (GA),DeKalb County,All opioids,opioid,nhw,Non-Hispanic White,27,11.3,14.9,"10 (6, 14)",<.001,"10.8 (16.9, 7.9)"
Delaware County (PA),Delaware County,All opioids,opioid,nhw,Non-Hispanic White,124,36.5,35.9,"-10 (-39, 33)",0.57,"-9.5 (-2.0, 3.5)"
District of Columbia (DC),District of Columbia,All opioids,opioid,nhw,Non-Hispanic White,16,5.5,6.2,"4 (0, 8)",0.08,"29.1 (-249.5, 13.7)"
Durham County (NC),Durham County,All opioids,opioid,nhw,Non-Hispanic White,12,7.9,14.1,"6 (2, 11)",<.01,"16.1 (46.0, 9.8)"
Duval County (FL),Duval County,All opioids,opioid,nhw,Non-Hispanic White,268,54.6,61.0,"19 (15, 23)",<.001,"5.8 (7.3, 4.9)"
East Baton Rouge Parish (LA),East Baton Rouge Parish,All opioids,opioid,nhw,Non-Hispanic White,26,14.8,15.8,"40 (-5, 106)",0.08,"3.0 (-20.3, 1.4)"
Erie County (NY),Erie County,All opioids,opioid,nhw,Non-Hispanic White,111,17.5,17.2,"-20 (-40, 8)",0.13,"-4.6 (-2.0, 13.7)"
Essex County (NJ),Essex County,All opioids,opioid,nhw,Non-Hispanic White,50,20.4,32.3,"19 (11, 28)",<.001,"5.7 (9.5, 4.0)"
Fairfax County (VA),Fairfax County,All opioids,opioid,nhw,Non-Hispanic White,62,10.6,9.9,"-16 (-51, 44)",0.48,"-5.7 (-1.4, 2.8)"
FL,Florida,All opioids,opioid,nhw,Non-Hispanic White,"2,938",29.7,32.6,"20 (14, 27)",<.001,"5.5 (7.7, 4.2)"
Fort Bend County (TX),Fort Bend County,All opioids,opioid,nhw,Non-Hispanic White,11,5.0,7.3,"4 (-1, 9)",0.13,"28.3 (-90.4, 12.1)"
Franklin County (OH),Franklin County,All opioids,opioid,nhw,Non-Hispanic White,337,38.9,41.8,"16 (11, 22)",<.001,"6.6 (9.7, 5.0)"
Fulton County (GA),Fulton County,All opioids,opioid,nhw,Non-Hispanic White,38,7.9,9.4,"-24 (-48, 10)",0.14,"-3.6 (-1.5, 10.1)"
GA,Georgia,All opioids,opioid,nhw,Non-Hispanic White,651,11.9,11.8,"-13 (-30, 8)",0.19,"-7.2 (-2.8, 12.8)"
Guilford County (NC),Guilford County,All opioids,opioid,nhw,Non-Hispanic White,79,32.5,31.9,"-2 (-33, 43)",0.90,"-47.1 (-2.5, 2.8)"
Gwinnett County (GA),Gwinnett County,All opioids,opioid,nhw,Non-Hispanic White,34,10.7,18.7,"10 (7, 13)",<.001,"10.2 (14.0, 8.1)"
Hamilton County (OH),Hamilton County,All opioids,opioid,nhw,Non-Hispanic White,247,46.9,45.1,"-15 (-40, 19)",0.31,"-6.0 (-2.0, 5.8)"
Harris County (TX),Harris County,All opioids,opioid,nhw,Non-Hispanic White,195,13.3,13.5,"5 (0, 10)",0.06,"20.9 (-332.8, 10.2)"
Hartford County (CT),Hartford County,All opioids,opioid,nhw,Non-Hispanic White,199,39.7,40.1,"4 (-7, 16)",0.50,"28.3 (-13.0, 6.7)"
Hennepin County (MN),Hennepin County,All opioids,opioid,nhw,Non-Hispanic White,88,10.0,10.9,"7 (5, 8)",<.001,"15.4 (20.5, 12.3)"
HI,Hawaii,All opioids,opioid,nhw,Non-Hispanic White,37,8.9,9.1,"-1 (-3, 1)",0.26,"-99.5 (-34.0, 125.5)"
Hillsborough County (FL),Hillsborough County,All opioids,opioid,nhw,Non-Hispanic White,145,19.3,20.5,"8 (1, 15)",0.03,"13.5 (100.5, 7.2)"
IA,Iowa,All opioids,opioid,nhw,Non-Hispanic White,129,5.0,4.7,"-15 (-28, 1)",0.06,"-6.1 (-3.0, 167.2)"
ID,Idaho,All opioids,opioid,nhw,Non-Hispanic White,121,8.3,8.1,"5 (4, 6)",<.001,"21.3 (26.8, 17.4)"
IL,Illinois,All opioids,opioid,nhw,Non-Hispanic White,"1,287",17.6,19.6,"10 (9, 11)",<.001,"10.5 (11.5, 9.7)"
IN,Indiana,All opioids,opioid,nhw,Non-Hispanic White,"1,089",22.2,21.7,"7 (-8, 25)",0.36,"15.2 (-11.3, 4.5)"
Jackson County (MO),Jackson County,All opioids,opioid,nhw,Non-Hispanic White,40,9.0,10.0,"-1 (-4, 2)",0.56,"-99.5 (-22.8, 40.5)"
Jefferson County (AL),Jefferson County,All opioids,opioid,nhw,Non-Hispanic White,102,32.2,30.7,"-8 (-28, 18)",0.48,"-12.0 (-3.0, 6.1)"
Jefferson County (KY),Jefferson County,All opioids,opioid,nhw,Non-Hispanic White,221,45.3,53.0,"23 (19, 26)",<.001,"4.9 (5.7, 4.3)"
Jefferson Parish (LA),Jefferson Parish,All opioids,opioid,nhw,Non-Hispanic White,93,42.9,48.4,"11 (4, 18)",<.01,"9.3 (22.7, 5.9)"
King County (WA),King County,All opioids,opioid,nhw,Non-Hispanic White,217,14.7,12.8,"2 (2, 3)",<.001,"40.5 (63.0, 29.9)"
Kings County (NY),Kings County,All opioids,opioid,nhw,Non-Hispanic White,95,9.7,9.7,"-11 (-24, 4)",0.12,"-8.5 (-3.7, 28.3)"
KS,Kansas,All opioids,opioid,nhw,Non-Hispanic White,146,6.9,6.9,"3 (0, 5)",0.02,"39.0 (200.5, 21.3)"
KY,Kentucky,All opioids,opioid,nhw,Non-Hispanic White,936,26.4,25.5,"-7 (-25, 16)",0.49,"-14.0 (-3.5, 6.8)"
LA,Louisiana,All opioids,opioid,nhw,Non-Hispanic White,441,16.8,16.4,"17 (13, 21)",<.001,"6.4 (8.0, 5.3)"
Lake County (IN),Lake County,All opioids,opioid,nhw,Non-Hispanic White,93,38.6,37.4,"22 (18, 26)",<.001,"5.1 (6.0, 4.4)"
Los Angeles County (CA),Los Angeles County,All opioids,opioid,nhw,Non-Hispanic White,351,12.4,12.3,"21 (6, 38)",<.01,"5.3 (17.2, 3.1)"
MA,Massachusetts,All opioids,opioid,nhw,Non-Hispanic White,"1,547",32.6,32.5,"-2 (-10, 8)",0.73,"-66.2 (-9.1, 12.5)"
Maricopa County (AZ),Maricopa County,All opioids,opioid,nhw,Non-Hispanic White,529,22.1,22.4,"19 (15, 22)",<.001,"5.9 (7.0, 5.0)"
Marion County (IN),Marion County,All opioids,opioid,nhw,Non-Hispanic White,220,42.3,43.2,"17 (5, 31)",<.01,"6.3 (20.5, 3.7)"
MD,Maryland,All opioids,opioid,nhw,Non-Hispanic White,"1,188",40.6,41.0,"-7 (-18, 6)",0.25,"-14.0 (-5.0, 17.7)"
ME,Maine,All opioids,opioid,nhw,Non-Hispanic White,306,26.9,26.2,"-1 (-13, 12)",0.84,"-82.8 (-7.2, 8.8)"
Mecklenburg County (NC),Mecklenburg County,All opioids,opioid,nhw,Non-Hispanic White,108,19.5,19.1,"-8 (-29, 20)",0.52,"-12.7 (-3.0, 5.5)"
MI,Michigan,All opioids,opioid,nhw,Non-Hispanic White,"1,253",17.9,18.3,"-10 (-22, 4)",0.14,"-9.5 (-3.9, 23.8)"
Miami-Dade County (FL),Miami-Dade County,All opioids,opioid,nhw,Non-Hispanic White,83,25.4,23.7,"-1 (-18, 20)",0.95,"-166.2 (-5.1, 5.4)"
Milwaukee County (WI),Milwaukee County,All opioids,opioid,nhw,Non-Hispanic White,207,40.5,40.9,"4 (-6, 14)",0.42,"27.5 (-17.0, 7.6)"
MN,Minnesota,All opioids,opioid,nhw,Non-Hispanic White,286,6.6,6.9,"4 (2, 6)",<.01,"27.5 (63.0, 17.7)"
MO,Missouri,All opioids,opioid,nhw,Non-Hispanic White,760,16.4,17.3,"6 (5, 8)",<.001,"16.1 (20.1, 13.3)"
Mobile County (AL),Mobile County,All opioids,opioid,nhw,Non-Hispanic White,20,9.0,9.8,"8 (2, 15)",0.01,"12.8 (53.1, 7.3)"
Monroe County (NY),Monroe County,All opioids,opioid,nhw,Non-Hispanic White,120,23.9,31.6,"19 (15, 23)",<.001,"5.8 (7.1, 4.9)"
Montgomery County (MD),Montgomery County,All opioids,opioid,nhw,Non-Hispanic White,101,19.4,18.9,"-1 (-12, 10)",0.79,"-70.9 (-7.8, 10.1)"
Montgomery County (OH),Montgomery County,All opioids,opioid,nhw,Non-Hispanic White,171,49.4,44.0,"-35 (-51, -14)",<.01,"-2.3 (-1.4, -6.5)"
MS,Mississippi,All opioids,opioid,nhw,Non-Hispanic White,208,12.7,12.4,"12 (8, 16)",<.001,"8.6 (12.3, 6.6)"
MT,Montana,All opioids,opioid,nhw,Non-Hispanic White,57,6.7,7.0,"33 (-15, 107)",0.19,"3.5 (-6.2, 1.4)"
Nassau County (NY),Nassau County,All opioids,opioid,nhw,Non-Hispanic White,140,19.8,25.1,"9 (6, 11)",<.001,"12.0 (16.1, 9.4)"
