abbrev,name,opioid_cat,opioid_type,race_eth,race_cat,deaths,obs_rate,model_rate,apc,apc_lower,apc_upper,apc_pval,doubling_time
NV,Nevada,All opioids,opioid,total,Total,373,11.6801295406986,11.719999999999999,-3.3,-4.4,-2.3,0,"-20.7 (-15.4, -29.8)"
NY,New York,All opioids,opioid,total,Total,2939,14.867179373102202,17.4,11.9,9.9,13.9,0,"6.2 (7.3, 5.3)"
Oakland County (MI),Oakland County,All opioids,opioid,total,Total,40,3.532874675299166,5.59,14.6,9.9,19.5,0,"5.1 (7.3, 3.9)"
OH,Ohio,All opioids,opioid,total,Total,3452,31.531057144236293,29.6,-12.8,-26.1,2.9,0.097,"-5.1 (-2.3, 24.2)"
OK,Oklahoma,All opioids,opioid,total,Total,268,6.932516959666428,7.34,-11.4,-17.9,-4.4,0.005,"-5.7 (-3.5, -15.4)"
Oklahoma County (OK),Oklahoma County,All opioids,opioid,total,Total,65,8.100692550086718,7.17,-10,-15.2,-4.5,0.002,"-6.6 (-4.2, -15.1)"
OR,Oregon,All opioids,opioid,total,Total,332,7.625145427105279,7.48,-2.2,-3.4,-1,0.002,"-31.2 (-20.0, -69.0)"
Orange County (FL),Orange County,All opioids,opioid,total,Total,238,16.26480047900014,14.96,6.3,5.2,7.4,0,"11.3 (13.7, 9.7)"
Orleans Parish (LA),Orleans Parish,All opioids,opioid,total,Total,32,8.201292458755432,8.29,-1.4,-8.3,6,0.679,"-49.2 (-8.0, 11.9)"
PA,Pennsylvania,All opioids,opioid,total,Total,3034,25.101692695567067,25.2,6.8,-8.3,24.4,0.369,"10.5 (-8.0, 3.2)"
Palm Beach County (FL),Palm Beach County,All opioids,opioid,total,Total,391,29.107406865156733,27.19,-6.3,-28.1,22.2,0.607,"-10.7 (-2.1, 3.5)"
Philadelphia County (PA),Philadelphia County,All opioids,opioid,total,Total,813,50.83543014491093,65.61999999999999,119.9,47.4,228,0.001,"0.9 (1.8, 0.6)"
Pulaski County (AR),Pulaski County,All opioids,opioid,total,Total,49,12.224832059293998,10.31,6.4,3.9,9,0,"11.2 (18.1, 8.0)"
Queens County (NY),Queens County,All opioids,opioid,total,Total,197,8.200367503364959,9.370000000000001,12.2,7.8,16.9,0,"6.0 (9.2, 4.4)"
RI,Rhode Island,All opioids,opioid,total,Total,240,23.269483845825402,23.97,-4.8,-20.1,13.3,0.551,"-14.1 (-3.1, 5.6)"
Richland County (SC),Richland County,All opioids,opioid,total,Total,51,12.84829899501369,15.360000000000001,17.3,13,21.7,0,"4.3 (5.7, 3.5)"
Riverside County (CA),Riverside County,All opioids,opioid,total,Total,244,9.805187154897125,9.29,29,-2.1,70,0.068,"2.7 (-32.7, 1.3)"
Sacramento County (CA),Sacramento County,All opioids,opioid,total,Total,118,7.3004715582301225,7.01,34.2,-25.3,141.3,0.303,"2.4 (-2.4, 0.8)"
San Bernardino County (CA),San Bernardino County,All opioids,opioid,total,Total,123,5.629250415663818,5.96,46.5,16.5,84.3,0.003,"1.8 (4.5, 1.1)"
San Diego County (CA),San Diego County,All opioids,opioid,total,Total,314,8.94710931701852,8.709999999999999,7,-0.3,14.9,0.06,"10.2 (-230.7, 5.0)"
SC,South Carolina,All opioids,opioid,total,Total,862,17.615067453810777,18.2,13.2,11.6,14.8,0,"5.6 (6.3, 5.0)"
SD,South Dakota,All opioids,opioid,total,Total,39,4.511270977413965,4.08,-0.5,-3.9,3,0.754,"-138.3 (-17.4, 23.4)"
Shelby County (TN),Shelby County,All opioids,opioid,total,Total,209,23.04939715817731,22.130000000000003,14.5,12.1,16.9,0,"5.1 (6.1, 4.4)"
St. Louis city (MO),St. Louis city,All opioids,opioid,total,Total,221,70.60948342333853,70.03,14.5,11.9,17.2,0,"5.1 (6.2, 4.4)"
St. Louis County (MO),St. Louis County,All opioids,opioid,total,Total,292,32.21059268820531,35.11,13.3,11.8,14.9,0,"5.6 (6.2, 5.0)"
Suffolk County (MA),Suffolk County,All opioids,opioid,total,Total,210,25.495615838829877,26.08,-2.8,-17.2,14,0.707,"-24.4 (-3.7, 5.3)"
Suffolk County (NY),Suffolk County,All opioids,opioid,total,Total,275,19.845124459513432,20.51,-11.5,-35.6,21.6,0.421,"-5.7 (-1.6, 3.5)"
Tarrant County (TX),Tarrant County,All opioids,opioid,total,Total,83,3.9154482657583927,4.609999999999999,3.1,1.2,5.1,0.003,"22.7 (58.1, 13.9)"
TN,Tennessee,All opioids,opioid,total,Total,1543,23.318593585239213,23.130000000000003,10.5,9.4,11.6,0,"6.9 (7.7, 6.3)"
TX,Texas,All opioids,opioid,total,Total,1497,5.135798612768919,4.99,1.6,0.8,2.4,0,"43.7 (87.0, 29.2)"
Union County (NJ),Union County,All opioids,opioid,total,Total,120,20.767471004806584,24.49,23.7,19.6,27.9,0,"3.3 (3.9, 2.8)"
UT,Utah,All opioids,opioid,total,Total,397,13.265716365360017,13.52,-6.5,-13.8,1.5,0.1,"-10.3 (-4.7, 46.6)"
VA,Virginia,All opioids,opioid,total,Total,1266,15.005021641168625,14.76,-0.1,-19.3,23.6,0.991,"-692.8 (-3.2, 3.3)"
VT,Vermont,All opioids,opioid,total,Total,114,20.745828451723337,23.86,13.7,10.4,17.2,0,"5.4 (7.0, 4.4)"
WA,Washington,All opioids,opioid,total,Total,827,10.436438937595717,9.450000000000001,-0.3,-1.3,0.6,0.503,"-230.7 (-53.0, 115.9)"
Wake County (NC),Wake County,All opioids,opioid,total,Total,104,9.128690031393173,9.719999999999999,9.2,6.5,12.1,0,"7.9 (11.0, 6.1)"
Wayne County (MI),Wayne County,All opioids,opioid,total,Total,642,35.949651641277896,36.46,-3.5,-21.8,19.2,0.717,"-19.5 (-2.8, 3.9)"
Westchester County (NY),Westchester County,All opioids,opioid,total,Total,92,10.071178445738788,14.77,11.4,7.8,15.1,0,"6.4 (9.2, 4.9)"
WI,Wisconsin,All opioids,opioid,total,Total,928,16.588499672068494,17.73,9.4,8,10.7,0,"7.7 (9.0, 6.8)"
WV,West Virginia,All opioids,opioid,total,Total,673,41.85179031645195,53.48,10.5,8.2,12.8,0,"6.9 (8.8, 5.8)"
WY,Wyoming,All opioids,opioid,total,Total,47,8.26882872105662,8.2,0.2,-4.7,5.3,0.943,"346.9 (-14.4, 13.4)"
Adams County (CO),Adams County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,4.09,49.1,17.7,88.8,0.003,"1.7 (4.3, 1.1)"
AL,Alabama,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,18,1.3202815425919414,1.48,6.8,-4.4,19.3,0.222,"10.5 (-15.4, 3.9)"
Alameda County (CA),Alameda County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,1.7,8.7,3.3,14.4,0.003,"8.3 (21.3, 5.2)"
Allegheny County (PA),Allegheny County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,34,22.073364407945093,20.67,24.9,18.5,31.7,0,"3.1 (4.1, 2.5)"
AR,Arkansas,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,12,2.775431847973691,2.46,61.7,39.6,87.2,0,"1.4 (2.1, 1.1)"
AZ,Arizona,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,15,3.9207807630634104,3.9699999999999998,46.8,20.5,78.9,0.001,"1.8 (3.7, 1.2)"
Baltimore city (MD),Baltimore city,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,148,35.71004852611432,34.44,-2.3,-17.7,16,0.776,"-29.8 (-3.6, 4.7)"
Baltimore County (MD),Baltimore County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,37,14.90549077909266,14.139999999999999,1.1,-12.2,16.4,0.868,"63.4 (-5.3, 4.6)"
Bronx County (NY),Bronx County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,53,10.65626423889883,10.34,11.9,-17.7,52.2,0.444,"6.2 (-3.6, 1.7)"
Broward County (FL),Broward County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,1.05,13.3,6.4,20.7,0.001,"5.6 (11.2, 3.7)"
CA,California,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,41,1.542186820830173,1.4,8.1,2.9,13.5,0.004,"8.9 (24.2, 5.5)"
Clark County (NV),Clark County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,1.71,4.6,-0.9,10.4,0.099,"15.4 (-76.7, 7.0)"
CO,Colorado,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,3.7600000000000002,62.6,6.1,149.2,0.028,"1.4 (11.7, 0.8)"
Cook County (IL),Cook County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,288,21.654134210448298,22.810000000000002,27.4,21.2,33.8,0,"2.9 (3.6, 2.4)"
CT,Connecticut,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,41,9.550710912135257,10.09,25.8,10.7,42.8,0.002,"3.0 (6.8, 1.9)"
Cuyahoga County (OH),Cuyahoga County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,32,7.730649076806232,7.09,-12.4,-37.9,23.5,0.41,"-5.2 (-1.5, 3.3)"
Dallas County (TX),Dallas County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,0.8,11,4.3,18.2,0.002,"6.6 (16.5, 4.1)"
Davidson County (TN),Davidson County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,23,12.082440642528386,11.219999999999999,59.3,35.9,86.8,0,"1.5 (2.3, 1.1)"
DC,District of Columbia,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,84,22.53717901601772,22.939999999999998,-3.9,-17.3,11.6,0.572,"-17.4 (-3.6, 6.3)"
DE,Delaware,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,31,14.075399021215867,16.52,67.3,33.7,109.2,0,"1.3 (2.4, 0.9)"
DeKalb County (GA),DeKalb County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,1.49,20.7,14.2,27.6,0,"3.7 (5.2, 2.8)"
District of Columbia (DC),District of Columbia,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,84,22.53717901601772,22.939999999999998,-3.9,-17.3,11.6,0.572,"-17.4 (-3.6, 6.3)"
Erie County (NY),Erie County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,2.72,-44,-82.6,80.4,0.295,"-1.2 (-0.4, 1.2)"
Essex County (NJ),Essex County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,82,23.191194029370145,22.459999999999997,0.5,-28.9,42.1,0.976,"139.0 (-2.0, 2.0)"
FL,Florida,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,60,1.7492884110489841,1.6300000000000001,6.3,-9.1,24.2,0.404,"11.3 (-7.3, 3.2)"
Franklin County (OH),Franklin County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,15,4.901421219258929,4.98,1.7,-13.7,19.8,0.827,"41.1 (-4.7, 3.8)"
Fulton County (GA),Fulton County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,13,2.637011485876293,2.32,10,4.5,15.8,0.001,"7.3 (15.7, 4.7)"
GA,Georgia,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,45,1.280792222144062,1.27,18.3,14.2,22.6,0,"4.1 (5.2, 3.4)"
Hamilton County (OH),Hamilton County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,11,4.638194371561797,7.08,-12.4,-29.1,8.3,0.201,"-5.2 (-2.0, 8.7)"
Harris County (TX),Harris County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,14,1.5267951246097384,1.6,14.6,10.3,19,0,"5.1 (7.1, 4.0)"
Hennepin County (MN),Hennepin County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,23,14.153942385975208,14.239999999999998,65.2,43.1,90.6,0,"1.4 (1.9, 1.1)"
Hillsborough County (FL),Hillsborough County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,1.34,7.1,1.5,13,0.015,"10.1 (46.6, 5.7)"
IA,Iowa,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,5.659999999999999,-20.4,-68.3,99.4,0.6,"-3.0 (-0.6, 1.0)"
IL,Illinois,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,334,17.241215330424932,18.57,27.9,-0.8,64.8,0.056,"2.8 (-86.3, 1.4)"
IN,Indiana,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,45,6.963255707885881,6.99,15.8,-7.4,44.9,0.179,"4.7 (-9.0, 1.9)"
Jefferson County (AL),Jefferson County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,13,4.1633231966005235,4.6899999999999995,-1,-14.6,14.7,0.887,"-69.0 (-4.4, 5.1)"
King County (WA),King County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,14,7.806497569808946,8.65,3.2,-3.2,10,0.314,"22.0 (-21.3, 7.3)"
Kings County (NY),Kings County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,41,4.457699981099942,4.79,35.5,27.2,44.4,0,"2.3 (2.9, 1.9)"
KY,Kentucky,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,21,5.66692301933493,5.26,2.4,-17.4,27,0.814,"29.2 (-3.6, 2.9)"
LA,Louisiana,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,26,1.7575311518398273,1.75,41.9,24.8,61.2,0,"2.0 (3.1, 1.5)"
Los Angeles County (CA),Los Angeles County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,11,1.2762975271897246,0.9500000000000001,0.8,-2.8,4.6,0.653,"87.0 (-24.4, 15.4)"
MA,Massachusetts,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,30,5.439218801706905,5.319999999999999,-2.7,-17.2,14.3,0.721,"-25.3 (-3.7, 5.2)"
Maricopa County (AZ),Maricopa County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,13,4.6558364303446895,4.94,55.2,25.8,91.6,0,"1.6 (3.0, 1.1)"
Marion County (IN),Marion County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,25,9.406565882554391,8.78,26.7,19.8,34.1,0,"2.9 (3.8, 2.4)"
MD,Maryland,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,259,12.633960631554837,12.3,-0.1,-13.4,15.3,0.993,"-692.8 (-4.8, 4.9)"
MI,Michigan,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,164,10.820446075826641,11.68,12.9,-12.5,45.6,0.322,"5.7 (-5.2, 1.8)"
Miami-Dade County (FL),Miami-Dade County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,13,2.9398031639588766,2.42,-11.8,-28.8,9.2,0.22,"-5.5 (-2.0, 7.9)"
Milwaukee County (WI),Milwaukee County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,31,11.869886791227112,13.94,21.8,16.9,26.9,0,"3.5 (4.4, 2.9)"
MN,Minnesota,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,28,7.475986515737508,8.43,52.2,40.3,65.2,0,"1.7 (2.0, 1.4)"
MO,Missouri,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,101,14.287875428886517,18.77,37.9,28.6,48,0,"2.2 (2.8, 1.8)"
Montgomery County (MD),Montgomery County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,35,4.0083610876254445,4.119999999999999,6.8,-8.3,24.3,0.368,"10.5 (-8.0, 3.2)"
Montgomery County (OH),Montgomery County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,6.07,-17.5,-35.3,5.2,0.108,"-3.6 (-1.6, 13.7)"
NC,North Carolina,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,68,2.8883880521538163,3.01,11.2,-16.3,47.7,0.434,"6.5 (-3.9, 1.8)"
NE,Nebraska,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,2.01,10.4,2.5,18.8,0.011,"7.0 (28.1, 4.0)"
New Castle County (DE),New Castle County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,20,13.269953257270119,14.219999999999999,31.3,22.6,40.7,0,"2.5 (3.4, 2.0)"
New York County (NY),New York County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,28,9.970975432594182,14.62,38.2,22.3,56.3,0,"2.1 (3.4, 1.6)"
NJ,New Jersey,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,212,16.217813248492728,17.88,12.3,-8.1,37.1,0.234,"6.0 (-8.2, 2.2)"
Norfolk city (VA),Norfolk city,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,8.27,-5.4,-36.1,40,0.764,"-12.5 (-1.5, 2.1)"
NV,Nevada,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,1.59,3.4,-1.5,8.6,0.162,"20.7 (-45.9, 8.4)"
NY,New York,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,210,6.241175664864902,6.21,15.1,3,28.6,0.017,"4.9 (23.4, 2.8)"
OH,Ohio,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,90,5.920064328573296,6.35,-6,-20.8,11.4,0.444,"-11.2 (-3.0, 6.4)"
OK,Oklahoma,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,0.46,-7.5,-17.2,3.4,0.158,"-8.9 (-3.7, 20.7)"
OR,Oregon,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,4.33,18.1,11.8,24.7,0,"4.2 (6.2, 3.1)"
PA,Pennsylvania,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,146,10.199864338386922,11.17,60.2,47.4,74.1,0,"1.5 (1.8, 1.3)"
Queens County (NY),Queens County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,20,3.4488272537004008,3.53,8.7,-2.7,21.3,0.123,"8.3 (-25.3, 3.6)"
Sacramento County (CA),Sacramento County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,1.6900000000000002,5.3,-3.3,14.6,0.221,"13.4 (-20.7, 5.1)"
San Diego County (CA),San Diego County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,1.6600000000000001,-2.5,-8.8,4.1,0.422,"-27.4 (-7.5, 17.3)"
SC,South Carolina,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,27,2.0280270874120565,2.58,47.7,34.4,62.4,0,"1.8 (2.3, 1.4)"
Shelby County (TN),Shelby County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,30,5.9915059128970185,5.88,9.8,-14.4,40.8,0.432,"7.4 (-4.5, 2.0)"
St. Louis city (MO),St. Louis city,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,43,30.05608058807728,36.15,25.3,19.1,31.9,0,"3.1 (4.0, 2.5)"
St. Louis County (MO),St. Louis County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,53,23.127250031041914,29.459999999999997,48.1,34.8,62.6,0,"1.8 (2.3, 1.4)"
Suffolk County (MA),Suffolk County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,11,5.335675450418675,8.31,17.2,8.7,26.5,0,"4.4 (8.3, 2.9)"
Suffolk County (NY),Suffolk County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,6.57,21.4,14.3,28.9,0,"3.6 (5.2, 2.7)"
TN,Tennessee,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,75,6.407209971557554,6.98,49.3,35.9,64,0,"1.7 (2.3, 1.4)"
TX,Texas,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,27,0.7096340540998382,0.69,12.2,9.2,15.2,0,"6.0 (7.9, 4.9)"
Union County (NJ),Union County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,16,12.037343982134365,13.05,-16.1,-51.8,46.1,0.506,"-3.9 (-0.9, 1.8)"
UT,Utah,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,1.3900000000000001,1.4,-4.8,8.1,0.642,"49.9 (-14.1, 8.9)"
VA,Virginia,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,119,6.992405072253713,6.9,10.4,-3.4,26.1,0.129,"7.0 (-20.0, 3.0)"
WA,Washington,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,15,4.0177024763004265,5.33,4.5,0.8,8.4,0.02,"15.7 (87.0, 8.6)"
Wayne County (MI),Wayne County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,114,15.048708951221391,15.370000000000001,-2.6,-25.7,27.8,0.835,"-26.3 (-2.3, 2.8)"
Westchester County (NY),Westchester County,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,NA,NA,5.3,21.5,12,31.8,0,"3.6 (6.1, 2.5)"
WI,Wisconsin,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,45,11.730456577414513,12.42,20.9,16.7,25.2,0,"3.7 (4.5, 3.1)"
WV,West Virginia,Multiple opioids,poly_opioid,nhb,Non-Hispanic Black,14,21.049835790358255,34.730000000000004,32,23.8,40.8,0,"2.5 (3.2, 2.0)"
Adams County (CO),Adams County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,43,1.9456343022956117,2.17,10.6,7.5,13.8,0,"6.9 (9.6, 5.4)"
AK,Alaska,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,24,4.849423766466828,6.46,12.2,7.3,17.3,0,"6.0 (9.8, 4.3)"
AL,Alabama,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,86,2.9287297927413003,2.61,15.1,12.5,17.7,0,"4.9 (5.9, 4.3)"
Alameda County (CA),Alameda County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,NA,NA,0.8700000000000001,6.8,1.4,12.4,0.016,"10.5 (49.9, 5.9)"
Allegheny County (PA),Allegheny County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,199,21.933797829275726,21.49,-2.4,-12.3,8.5,0.616,"-28.5 (-5.3, 8.5)"
AR,Arkansas,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,41,2.0398884704852027,1.98,4.2,-2.4,11.2,0.191,"16.8 (-28.5, 6.5)"
AZ,Arizona,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,128,3.2841361333432997,3.72,30.9,21.3,41.3,0,"2.6 (3.6, 2.0)"
Baltimore city (MD),Baltimore city,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,60,32.17204360808253,30.59,-9.2,-25.4,10.4,0.305,"-7.2 (-2.4, 7.0)"
Baltimore County (MD),Baltimore County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,71,15.725591435855922,16.56,-32.9,-47.7,-14,0.004,"-1.7 (-1.1, -4.6)"
Bexar County (TX),Bexar County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,NA,NA,0.47000000000000003,3.4,-2,9.1,0.205,"20.7 (-34.3, 8.0)"
Bronx County (NY),Bronx County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,31,23.49127596645815,27.95,37.1,15.5,62.6,0.001,"2.2 (4.8, 1.4)"
Broward County (FL),Broward County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,48,7.774143361765268,7.2,-2.2,-33.3,43.5,0.899,"-31.2 (-1.7, 1.9)"
CA,California,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,376,2.526397808807605,2.46,23.5,10.9,37.7,0.001,"3.3 (6.7, 2.2)"
Charleston County (SC),Charleston County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,25,8.270360698859134,8.950000000000001,11.1,-2,25.9,0.091,"6.6 (-34.3, 3.0)"
Chatham County (GA),Chatham County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,NA,NA,4.31,17.7,11.7,24.1,0,"4.3 (6.3, 3.2)"
Clark County (NV),Clark County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,37,3.606090094278211,3.22,2.9,0.3,5.6,0.03,"24.2 (231.4, 12.7)"
CO,Colorado,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,74,1.7889031173690542,1.8900000000000001,13,9.1,17.1,0,"5.7 (8.0, 4.4)"
Cobb County (GA),Cobb County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,19,4.402879345462125,7.109999999999999,14.8,10.2,19.6,0,"5.0 (7.1, 3.9)"
Contra Costa County (CA),Contra Costa County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,13,3.013753404003409,2.32,13.4,8.2,18.8,0,"5.5 (8.8, 4.0)"
Cook County (IL),Cook County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,196,8.942865218079845,8.88,4.1,-27.4,49.3,0.812,"17.3 (-2.2, 1.7)"
CT,Connecticut,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,318,14.588741772883397,14.32,2.6,-9.6,16.4,0.671,"27.0 (-6.9, 4.6)"
Cumberland County (NC),Cumberland County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,17,11.462997642524059,15.08,28,22,34.4,0,"2.8 (3.5, 2.3)"
Cuyahoga County (OH),Cuyahoga County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,89,12.249698874590674,12.66,-24.1,-36.6,-9.1,0.006,"-2.5 (-1.5, -7.3)"
Dallas County (TX),Dallas County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,13,1.6318045536134649,1.47,12,8.7,15.3,0,"6.1 (8.3, 4.9)"
Davidson County (TN),Davidson County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,68,16.53367103716485,19.01,39.2,30.1,48.9,0,"2.1 (2.6, 1.7)"
DC,District of Columbia,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,NA,NA,2.57,15,6.7,23.9,0.001,"5.0 (10.7, 3.2)"
DE,Delaware,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,107,20.162428315791434,32.02,46.5,23,74.5,0,"1.8 (3.3, 1.2)"
DeKalb County (GA),DeKalb County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,12,5.355567579348108,5.659999999999999,20.9,16.1,26,0,"3.7 (4.6, 3.0)"
Delaware County (PA),Delaware County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,37,11.566656340317671,10.88,-22.9,-44.5,7.2,0.112,"-2.7 (-1.2, 10.0)"
District of Columbia (DC),District of Columbia,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,NA,NA,2.57,15,6.7,23.9,0.001,"5.0 (10.7, 3.2)"
Durham County (NC),Durham County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,NA,NA,5.33,16.6,8.7,25.2,0,"4.5 (8.3, 3.1)"
Duval County (FL),Duval County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,68,13.989426573436662,12.9,-27.9,-47.4,-1.1,0.043,"-2.1 (-1.1, -62.7)"
Erie County (NY),Erie County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,38,6.060908554633196,5.859999999999999,-24.1,-43.8,2.4,0.067,"-2.5 (-1.2, 29.2)"
Essex County (NJ),Essex County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,23,9.57485631715604,9.92,-17.6,-51.2,39.3,0.44,"-3.6 (-1.0, 2.1)"
Fairfax County (VA),Fairfax County,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,27,4.7087275392586125,3.92,-29.1,-60.9,28.7,0.235,"-2.0 (-0.7, 2.7)"
FL,Florida,Multiple opioids,poly_opioid,nhw,Non-Hispanic White,735,7.608193100417685,7.63,2.5,-16.2,25.5,0.788,"28.1 (-3.9, 3.1)"
